,Date,Open,High,Low,Close,Adj Close,Volume,sma20,sma100,sma200,bb_bbh,bb_bbl,sma_100_200_diff,bb_diff,sma_100_200_diff_buy,sma_100_200_diff_sell,bb_diff_buy,bb_diff_sell,sma_100_buy,sma_100_sell,sma_200_buy,sma_200_sell,sma_100_bb_bbh_buy,sma_200_bb_bbh_buy,sma_100_bb_bbl_sell,sma_200_bb_bbl_sell,BUY_SELL_FLAG,BUY_SELL_SIGNAL
97,2021-03-08,51174.117188,52314.070313,49506.054688,52246.523438,52246.523438,48597428048,50462.79296895,35245.72767869388,35245.72767869388,57171.356971792484,43754.22896610752,0.0,13417.128005684965,0,0,1,0,1,0,1,0,1,1,1,1,_,-
98,2021-03-09,52272.96875,54824.117188,51981.832031,54824.117188,54824.117188,50912227385,50596.5484377,35443.48918888889,35443.48918888889,57536.92555765734,43656.171317742665,0.0,13880.754239914677,0,0,1,0,1,0,1,0,1,1,1,1,_,-
99,2021-03-10,54824.011719,57258.253906,53290.890625,56008.550781,56008.550781,57295577614,50812.986133,35649.13980481,35649.13980481,58134.51069423959,43491.46157176041,0.0,14643.049122479177,0,0,1,0,1,0,1,0,1,1,1,1,_,-
100,2021-03-11,55963.179688,58091.0625,54484.59375,57805.121094,57805.121094,56772343595,50908.83554705,36039.16103528,35868.50595618811,58537.37020044212,43280.300893657884,170.65507909188455,15257.069306784237,1,0,1,0,1,0,1,0,1,1,1,1,_,-
101,2021-03-12,57821.21875,57996.621094,55376.648438,57332.089844,57332.089844,55689944702,50970.4640627,36420.471015749994,36078.93324920588,58783.424306464825,43157.50381893517,341.53776654411195,15625.920487529656,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
102,2021-03-13,57343.371094,61683.863281,56217.972656,61243.085938,61243.085938,60669829814,51155.621093949994,36838.447890749994,36323.24541123301,59721.77253580148,42589.46965209851,515.2024795169855,17132.30288370297,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
103,2021-03-14,61221.132813,61597.917969,59302.316406,59302.316406,59302.316406,43901225564,51410.3708986,37244.473398559996,36544.19801695192,60604.41875303403,42216.32304416597,700.2753816080731,18388.09570886806,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
104,2021-03-15,59267.429688,60540.992188,55393.164063,55907.199219,55907.199219,66419369890,51764.5095705,37612.00308606,36728.60755220952,61077.711474907795,42451.3076660922,883.395533850482,18626.403808815594,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
105,2021-03-16,55840.785156,56833.179688,53555.027344,56804.902344,56804.902344,59749798599,52119.48808615,37986.60089856,36918.00655967925,61630.7845361807,42608.1916361193,1068.59433888075,19022.592900061398,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
106,2021-03-17,56825.828125,58969.816406,54528.628906,58870.894531,58870.894531,60258313191,52708.34023454999,38383.393535279996,37123.173736981305,62359.38505124285,43057.29541785714,1260.2197982986909,19302.08963338571,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
107,2021-03-18,58893.078125,60116.25,54253.578125,57858.921875,57858.921875,55746041000,53284.29824235001,38778.77130872,37315.171404925924,62718.79321198465,43849.80327271536,1463.5999037940783,18868.98993926929,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
108,2021-03-19,57850.441406,59498.375,56643.703125,58346.652344,58346.652344,49063873786,53892.2082033,39176.698672,37508.12077133945,62979.93396246478,44804.48244413522,1668.5779006605517,18175.45151832956,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
109,2021-03-20,58332.261719,60031.285156,58213.296875,58313.644531,58313.644531,50361731222,54551.00195330001,39577.18519543,37697.26189642727,62883.61878117584,46218.385125424174,1879.9232990027303,16665.23365575167,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
110,2021-03-21,58309.914063,58767.898438,56005.617188,57523.421875,57523.421875,51943414539,54945.61093765,39971.830371209995,37875.87595028829,63053.37801660655,46837.84385869346,2095.9544209217056,16215.53415791309,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
111,2021-03-22,57517.890625,58471.480469,54288.15625,54529.144531,54529.144531,56521454974,55253.11875015,40329.08525402,38024.56584833036,62787.58787665289,47718.649623647114,2304.519405689636,15068.938253005777,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
112,2021-03-23,54511.660156,55985.441406,53470.695313,54738.945313,54738.945313,56435023914,55463.1539064,40685.050879020004,38172.48071084955,62688.0157470315,48238.2920657685,2512.5701681704522,14449.723681263,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
113,2021-03-24,54710.488281,57262.382813,52514.332031,52774.265625,52774.265625,70567223787,55673.8087892,41020.327089959996,38300.56654342982,62302.509171596226,49045.10840680377,2719.760546530175,13257.400764792459,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
114,2021-03-25,52726.746094,53392.386719,50856.570313,51704.160156,51704.160156,67999812841,55812.651562600004,41343.1979298,38417.11953136521,61969.85206553881,49655.451059661194,2926.0783984347872,12314.401005877618,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
115,2021-03-26,51683.011719,55137.3125,51579.855469,55137.3125,55137.3125,56652197978,56123.898046949995,41681.46507824,38561.259125922414,61424.0957172131,50823.70037668689,3120.205952317585,10600.395340526215,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
116,2021-03-27,55137.566406,56568.214844,54242.910156,55973.511719,55973.511719,47266542233,56362.2390626,42013.14857434,38710.08179765812,61161.57324188617,51562.90488331382,3303.0667766818806,9598.668358572351,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
117,2021-03-28,55974.941406,56610.3125,55071.113281,55950.746094,55950.746094,47686580918,56547.4501954,42341.276425899996,38856.18912220339,60968.13319486268,52126.76719593732,3485.0873036966077,8841.365998925365,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
118,2021-03-29,55947.898438,58342.097656,55139.339844,57750.199219,57750.199219,57625587027,56693.75429694999,42680.08009778,39014.96231629411,61070.07287917093,52317.43571472905,3665.1177814858893,8752.637164441883,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
119,2021-03-30,57750.132813,59447.222656,57251.550781,58917.691406,58917.691406,54414116432,56839.21132819999,43034.484062619995,39180.81839204167,61307.18758403215,52371.23507236783,3853.6656705783244,8935.95251166432,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
120,2021-03-31,58930.277344,59930.027344,57726.417969,58918.832031,58918.832031,65520826225,56894.89687505,43395.64156262,39343.942471702474,61436.78815738353,52353.005592716465,4051.6990909175292,9083.782564667068,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
121,2021-04-01,58926.5625,59586.070313,58505.277344,59095.808594,59095.808594,61669163792,56983.08281254999,43748.76935559,39505.84301368852,61622.93672433954,52343.22890076044,4242.926341901475,9279.707823579098,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
122,2021-04-02,59098.878906,60267.1875,58869.28125,59384.3125,59384.3125,58727860620,56890.14414065001,44110.199023559995,39667.45658674797,61251.03274418256,52529.25553711746,4442.742436812026,8721.777207065097,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
123,2021-04-03,59397.410156,60110.269531,57603.890625,57603.890625,57603.890625,59641344484,56805.22285160001,44448.87843761999,39812.10524834677,61039.21325219424,52571.23245100578,4636.773189273219,8467.98080118846,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
124,2021-04-04,57604.839844,58913.746094,57168.675781,58758.554688,58758.554688,50749662970,56947.79062505,44789.81607434,39963.676843864,61242.80915771028,52652.77209238972,4826.139230476001,8590.037065320561,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
125,2021-04-05,58760.875,59891.296875,57694.824219,59057.878906,59057.878906,60706272115,57060.43945314999,45116.024492309996,40115.21813007143,61451.66209160893,52669.216814691055,5000.806362238567,8782.445276917875,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
126,2021-04-06,59171.933594,59479.578125,57646.808594,58192.359375,58192.359375,66058027988,57026.51269535,45435.225136839996,40257.55782491338,61371.50189959995,52681.52349110005,5177.6673119266125,8689.978408499897,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
127,2021-04-07,58186.507813,58731.144531,55604.023438,56048.9375,56048.9375,75645303584,56936.0134766,45724.8664259,40380.927978625,61283.27932937583,52588.747623824165,5343.9384472750025,8694.531705551664,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
128,2021-04-08,56099.914063,58338.738281,55879.085938,58323.953125,58323.953125,53053855641,56934.878515649994,46034.48158215,40520.02119681395,61280.68225406727,52589.074777232716,5514.460385336053,8691.607476834557,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
129,2021-04-09,58326.5625,58937.046875,57807.863281,58245.003906,58245.003906,46655208546,56931.446484399996,46328.522089959995,40656.367217653846,61272.99569869651,52589.89727010348,5672.15487230615,8683.098428593032,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
130,2021-04-10,58253.777344,61276.664063,58038.707031,59793.234375,59793.234375,58238470525,57044.937109399994,46636.43722668,40802.45017305343,61557.74201387447,52532.13220492552,5833.987053626566,9025.609808948953,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
131,2021-04-11,59846.230469,60790.554688,59289.796875,60204.964844,60204.964844,46280252580,57328.72812505,46944.74535168,40949.438920560606,61886.64117169492,52770.81507840508,5995.306431119396,9115.826093289841,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
132,2021-04-12,60175.945313,61253.035156,59589.875,59893.453125,59893.453125,51828688519,57586.45351564999,47222.407207150005,41091.87511758646,62112.27384961069,53060.63318168929,6130.532089563545,9051.640667921398,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
133,2021-04-13,59890.019531,63742.285156,59869.957031,63503.457031,63503.457031,69983454362,58122.91308594999,47529.62154307999,41259.1257288806,62781.52338025188,53464.30279164811,6270.495814199392,9317.22058860377,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
134,2021-04-14,63523.753906,64863.097656,61554.796875,63109.695313,63109.695313,77451779687,58693.1898438,47840.999355579996,41420.98179987408,62832.6715882767,54553.708099323296,6420.017555705919,8278.963488953406,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
135,2021-04-15,63075.195313,63821.671875,62208.964844,63314.011719,63314.011719,60954381579,59102.024804750006,48134.21517589,41581.959961044115,63369.13989990637,54834.909709593645,6552.255214845885,8534.230190312723,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
136,2021-04-16,63258.503906,63594.722656,60222.53125,61572.789063,61572.789063,84293007468,59381.98867194999,48381.699433710004,41727.87842164234,63524.23064291068,55239.7467009893,6653.821012067667,8284.483941921382,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
137,2021-04-17,61529.921875,62572.175781,60361.351563,60683.820313,60683.820313,66138759198,59618.6423829,48594.827207149996,41865.2403194058,63481.07900101337,55756.205764786624,6729.586887744197,7724.873236226747,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
138,2021-04-18,60701.886719,61057.457031,52829.535156,56216.183594,56216.183594,97468872758,59541.941601649996,48749.01294934,41968.484515625896,63605.43932900918,55478.44387429081,6780.528433714106,8126.995454718373,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
139,2021-04-19,56191.585938,57520.054688,54368.59375,55724.265625,55724.265625,65344865159,59382.2703126,48903.710136839996,42066.740094978566,63769.41362109244,54995.127004107555,6836.97004186143,8774.286616984886,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
140,2021-04-20,55681.792969,57062.148438,53448.046875,56473.03125,56473.03125,67849323955,59259.98027354999,49084.87603528,42168.91237267375,63824.73507212874,54695.225474971245,6915.963662606249,9129.509597157492,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
141,2021-04-21,56471.128906,56757.972656,53695.46875,53906.089844,53906.089844,54926612466,59000.494336050004,49268.27037122,42251.5685520493,64128.368422097636,53872.62025000237,7016.701819170703,10255.748172095264,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
142,2021-04-22,53857.105469,55410.230469,50583.8125,51762.273438,51762.273438,74798630778,58619.39238295001,49446.66349622,42318.07697782518,64632.96394442081,52605.82082147922,7128.586518394819,12027.14312294159,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
143,2021-04-23,51739.808594,52120.792969,47714.664063,51093.652344,51093.652344,86668667320,58293.8804689,49584.436425910004,42379.01847342361,65139.339895619836,51448.42104218017,7205.417952486394,13690.918853439667,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
144,2021-04-24,51143.226563,51167.5625,48805.285156,50050.867188,50050.867188,49014494781,57858.4960939,49693.071816539996,42431.927774903445,65581.73024228177,50135.26194551823,7261.144041636551,15446.468296763545,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
145,2021-04-25,50052.832031,50506.019531,47159.484375,49004.253906,49004.253906,46117114240,57355.8148439,49814.86068372,42476.94370730822,65959.84930877341,48751.78037902659,7337.916976411776,17208.06892974682,1,0,1,0,1,0,1,0,1,1,0,1,UP,-
146,2021-04-26,49077.792969,54288.003906,48852.796875,54021.753906,54021.753906,58284039825,57147.28457045,49993.296816530004,42555.479831108845,65861.56599177055,48433.00314912945,7437.816985421159,17428.5628426411,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
147,2021-04-27,54030.304688,55416.964844,53319.1875,55033.117188,55033.117188,49448222757,57096.49355485001,50185.71521496999,42639.78819162838,65847.55344881026,48345.43366088976,7545.92702334161,17502.1197879205,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
148,2021-04-28,55036.636719,56227.207031,53887.917969,54824.703125,54824.703125,48000572955,56921.531054850006,50367.661504029995,42721.566144201344,65707.28524639302,48135.77686330699,7646.0953598286505,17571.508383086024,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
149,2021-04-29,54858.089844,55115.84375,52418.027344,53555.109375,53555.109375,46088929780,56687.036328300004,50542.51455089999,42793.78976574,65568.8023978868,47805.270258713215,7748.72478515999,17763.532139173585,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
150,2021-04-30,53568.664063,57900.71875,53129.601563,57750.175781,57750.175781,52395931985,56584.8833986,50764.53880871,42892.83867974835,65367.843461630626,47801.92333556938,7871.700128961653,17565.920126061246,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
151,2021-05-01,57714.664063,58448.339844,57052.273438,57828.050781,57828.050781,42836427360,56466.037695449995,51034.56232433001,42991.096654098685,65113.117280953345,47818.958109946645,8043.465670231322,17294.1591710067,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
152,2021-05-02,57825.863281,57902.59375,56141.90625,56631.078125,56631.078125,38177405335,56302.91894545,51270.81548839,43080.24685979085,64807.127716109164,47798.71017479084,8190.568628599147,17008.417541318326,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
153,2021-05-03,56620.273438,58973.308594,56590.871094,57200.292969,57200.292969,51713139031,55987.76074235,51522.14199230001,43171.93547088961,63843.699535795924,48131.82194890408,8350.206521410393,15711.877586891846,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
154,2021-05-04,57214.179688,57214.179688,53191.425781,53333.539063,53333.539063,68564706967,55498.95292984999,51732.583593870004,43237.49420374193,62711.76307257708,48286.1427871229,8495.089390128072,14425.620285454177,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
155,2021-05-05,53252.164063,57911.363281,52969.054688,57424.007813,57424.007813,69241316747,55204.452734549996,51983.15974622,43328.43339354487,61545.10310970502,48863.80235939497,8654.726352675134,12681.300750310053,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
156,2021-05-06,57441.308594,58363.316406,55382.507813,56396.515625,56396.515625,69523285106,54945.63906265,52221.42640638,43411.66958610191,60612.116838253685,49279.161287046314,8809.75682027809,11332.955551207371,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
157,2021-05-07,56413.953125,58606.632813,55321.847656,57356.402344,57356.402344,68434023376,54779.268164199995,52490.66496107,43499.92738836709,59934.38837476479,49624.1479536352,8990.737572702907,10310.240421129594,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
158,2021-05-08,57352.765625,59464.613281,56975.210938,58803.777344,58803.777344,65382980634,54908.6478517,52744.04175795,43596.178017018865,60324.799401315526,49492.49630208447,9147.863740931134,10832.303099231052,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
159,2021-05-09,58877.390625,59210.882813,56482.003906,58232.316406,58232.316406,65906690347,55034.050390749995,52983.20105482,43687.65388195,60632.98801163361,49435.11276986638,9295.54717287,11197.875241767237,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
160,2021-05-10,58250.871094,59519.355469,54071.457031,55859.796875,55859.796875,71776546298,55003.388671999994,53199.10378919,43763.25725457764,60577.128905196354,49429.64843880363,9435.846534612356,11147.48046639272,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
161,2021-05-11,55847.242188,56872.542969,54608.652344,56704.574219,56704.574219,61308396325,55143.31289074999,53435.005937630005,43843.14192719753,60740.29945037821,49546.326331121774,9591.864010432473,11193.973119256436,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
162,2021-05-12,56714.53125,57939.363281,49150.535156,49150.535156,49150.535156,75215403907,55012.72597665,53591.139531379995,43875.70262185276,61025.582055048595,48999.8698982514,9715.436909527234,12025.712156797192,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
163,2021-05-13,49735.433594,51330.84375,46980.019531,49716.191406,49716.191406,96721152926,54943.852929750006,53733.198554810006,43911.31535834146,61162.71876663453,48724.987092865485,9821.883196468545,12437.731673769042,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
164,2021-05-14,49682.980469,51438.117188,48868.578125,49880.535156,49880.535156,55737497453,54935.33632814999,53857.28300793,43947.49244802424,61181.389293740256,48689.28336255973,9909.790559905756,12492.10593118053,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
165,2021-05-15,49855.496094,50639.664063,46664.140625,46760.1875,46760.1875,59161047474,54823.133007849996,53955.62421887,43964.43639412048,61553.20605659371,48093.05995910628,9991.187824749519,13460.146097487435,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
166,2021-05-16,46716.636719,49720.042969,43963.351563,46456.058594,46456.058594,64047871555,54444.848242249995,54038.74171887,43979.35628753293,62099.5612311406,46790.13525335939,10059.385431337068,15309.425977781211,1,0,1,0,1,0,1,0,1,1,1,1,UP,-
167,2021-05-17,46415.898438,46623.558594,42207.289063,43537.511719,43537.511719,74903638450,53870.0679688,54081.45671887,43976.72626033929,62869.95282512341,44870.183112476596,10104.730458530714,17999.769712646812,1,0,1,0,1,0,0,1,1,1,1,1,UP,SELL
168,2021-05-18,43488.058594,45812.457031,42367.832031,42909.402344,42909.402344,56187365084,53274.30292974999,54121.51632825,43970.4107342071,63444.02052816471,43104.58533133527,10151.1055940429,20339.435196829436,1,0,1,0,1,0,0,1,1,1,1,0,UP,-
169,2021-05-19,42944.976563,43546.117188,30681.496094,37002.441406,37002.441406,126358098747,52446.6695313,54029.576093870004,43929.422679335294,64841.110740982134,40052.22832161787,10100.15341453471,24788.882419364265,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
170,2021-05-20,36753.667969,42462.984375,35050.617188,40782.738281,40782.738281,88281943359,51598.2976563,53972.59242199,43911.02101618713,64725.645304676116,38470.95000792388,10061.571405802868,26254.695296752237,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
171,2021-05-21,40596.949219,42172.171875,33616.453125,37304.691406,37304.691406,82051616861,50572.12968755,53896.45750011,43872.61212310465,64757.14447815748,36387.11489694251,10023.845377005353,28370.02958121497,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
172,2021-05-22,37371.03125,38831.054688,35383.683594,37536.632813,37536.632813,57377273240,49617.407421949996,53792.73050793,43835.98796524278,64591.0953682032,34643.719475696795,9956.742542687221,29947.375892506403,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
173,2021-05-23,37531.449219,38289.21875,31227.339844,34770.582031,34770.582031,78469274361,48495.92187505,53665.387812609995,43783.88793113793,64363.058528463094,32628.785221636906,9881.499881472067,31734.273306826188,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
174,2021-05-24,34700.363281,39835.140625,34551.082031,38705.980469,38705.980469,67359584098,47764.54394535,53581.392461049996,43754.87131706857,64016.142433167275,31512.945457532725,9826.521143981423,32503.19697563455,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
175,2021-05-25,38795.78125,39776.351563,36581.429688,38402.222656,38402.222656,56211915803,46813.4546875,53478.24179698,43724.45854058523,62918.29041614219,30708.618958857813,9753.783256394774,32209.671457284378,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
176,2021-05-26,38392.625,40782.078125,37905.835938,39294.199219,39294.199219,51346735160,45958.3388672,53391.73320323,43699.42882690395,61750.16177514151,30166.51595925849,9692.304376326043,31583.64581588302,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
177,2021-05-27,39316.890625,40379.617188,37247.902344,38436.96875,38436.96875,43210968721,45012.3671875,53284.10417979,43669.86444444944,60215.434396598226,29809.299978401774,9614.239735340561,30406.134418196452,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
178,2021-05-28,38507.082031,38856.96875,34779.039063,35697.605469,35697.605469,55200191952,43857.05859375,53119.59015635001,43625.326684810054,58178.60387108343,29535.513316416567,9494.263471539954,28643.090554666866,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
179,2021-05-29,35684.15625,37234.5,33693.929688,34616.066406,34616.066406,45231013335,42676.24609375,52948.95285166,43575.27523881667,55915.54238846169,29436.94979903831,9373.677612843327,26478.59258942338,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
180,2021-05-30,34607.40625,36400.667969,33520.738281,35678.128906,35678.128906,31646080921,41667.1626953,52746.852812590005,43531.64459609392,53760.11501280269,29574.210377797306,9215.208216496081,24185.904635005387,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
181,2021-05-31,35658.59375,37468.25,34241.945313,37332.855469,37332.855469,39009847639,40698.576757799994,52559.186171969995,43497.58531517583,50749.415311864665,30647.738203735324,9061.600856794168,20101.67710812934,1,0,1,0,0,1,0,1,0,1,1,1,UP,SELL
182,2021-06-01,37293.792969,37896.734375,35787.085938,36684.925781,36684.925781,34639423297,40075.296289050006,52350.635976649995,43460.35766744809,49477.434351677286,30673.158226422725,8890.278309201909,18804.27612525456,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
183,2021-06-02,36699.921875,38231.339844,35966.308594,37575.179688,37575.179688,33070867190,39468.24570315,52184.314570400005,43428.3730045163,47810.122192639734,31126.36921366027,8755.941565883702,16683.752978979464,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
184,2021-06-03,37599.410156,39478.953125,37243.972656,39208.765625,39208.765625,35460750427,38934.6572266,52088.15796884,43405.56431597838,45774.127116063566,32095.187337136435,8682.593652861622,13678.939778927132,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
185,2021-06-04,39242.484375,39242.484375,35717.722656,36894.40625,36894.40625,41831090187,38441.3681641,51960.04871103,43370.558089817205,44305.64578113636,32577.090547063643,8589.490621212797,11728.555234072715,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
186,2021-06-05,36880.15625,37917.714844,34900.414063,35551.957031,35551.957031,35959473399,37896.16308595,51844.62976571,43328.74738896792,42589.07736840836,33203.24880349164,8515.882376742084,9385.828564916723,1,0,1,0,0,1,0,1,1,0,1,1,UP,SELL
187,2021-06-06,35538.609375,36436.421875,35304.578125,35862.378906,35862.378906,28913440585,37512.4064453,51739.85593758,43289.03266299468,41499.46809063855,33525.34479996146,8450.823274585324,7974.123290677089,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
188,2021-06-07,35835.265625,36790.570313,33480.640625,33560.707031,33560.707031,33683936663,37044.97167965,51613.578476639996,43237.56004060317,40555.00760955947,33534.93574974053,8376.018436036822,7020.071859818941,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
189,2021-06-08,33589.519531,34017.386719,31114.443359,33472.632813,33472.632813,49902050442,36868.48125,51496.927109460004,43186.16568677368,40708.7567574374,33028.2057425626,8310.761422686322,7680.5510148748,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
190,2021-06-09,33416.976563,37537.371094,32475.865234,37345.121094,37345.121094,53972919008,36696.60039065,51374.065898520006,43155.5843014712,40104.048019155984,33289.15276214401,8218.481597048805,6814.895257011973,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
191,2021-06-10,37389.515625,38334.324219,35847.59375,36702.597656,36702.597656,43576032854,36666.49570315,51257.30199227,43121.974996026045,40062.541407939854,33270.44999836015,8135.326996243952,6792.091409579705,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
192,2021-06-11,36697.03125,37608.695313,36044.449219,37334.398438,37334.398438,38699736985,36656.3839844,51125.26355477,43091.98755272021,40043.19790551432,33269.57006328569,8033.276002049788,6773.627842228627,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
193,2021-06-12,37340.144531,37408.925781,34728.191406,35552.515625,35552.515625,37924228550,36695.480664099996,50995.17703133,43053.12429536082,40011.63048042116,33379.33084777883,7942.052735969177,6632.299632642331,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
194,2021-06-13,35555.789063,39322.78125,34864.109375,39097.859375,39097.859375,40669112838,36715.0746094,50896.8825782,43032.840885512815,40082.740969735256,33347.40824906474,7864.041692687184,6735.332720670514,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
195,2021-06-14,39016.96875,40978.363281,38757.285156,40218.476563,40218.476563,43148914673,36805.887304749995,50809.9435157,43018.48188386735,40438.19514900759,33173.5794604924,7791.461631832644,7264.615688515187,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
196,2021-06-15,40427.167969,41295.269531,39609.46875,40406.269531,40406.269531,46420149185,36861.49082035,50701.93929695,43005.221922685276,40674.03648829506,33048.945152404944,7696.717374264721,7625.091335890116,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
197,2021-06-16,40168.691406,40516.777344,38176.035156,38347.0625,38347.0625,39211635100,36856.995507850006,50562.94468757,42981.695864994945,40662.30523775919,33051.685777940824,7581.248822575057,7610.619459818365,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
198,2021-06-17,38341.421875,39513.671875,37439.675781,38053.503906,38053.503906,37096670047,36974.7904297,50395.23855475,42956.93108128141,40775.1021252085,33174.4787341915,7438.307473468594,7600.623391016998,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
199,2021-06-18,38099.476563,38187.261719,35255.855469,35787.246094,35787.246094,36200887275,37033.349414100005,50193.02550788,42921.082656344995,40720.89451487607,33345.80431332394,7271.942851535001,7375.090201552128,1,0,1,0,0,1,0,1,1,1,1,1,UP,SELL
200,2021-06-19,35854.527344,36457.796875,34933.0625,35615.871094,35615.871094,31207279719,37030.236523499996,49971.13300788,43005.14702158,40722.454629514556,33338.01841748544,6965.985986300002,7384.436212029119,1,0,1,0,0,1,1,0,1,1,1,1,UP,-
201,2021-06-20,35563.140625,36059.484375,33432.074219,35698.296875,35698.296875,36664034054,36948.5085938,49754.79507819,43087.633046970004,40682.44133618084,33214.575851419155,6667.162031219996,7467.865484761685,1,0,1,0,0,1,1,0,1,1,1,1,UP,-
202,2021-06-21,35641.144531,35721.640625,31295.935547,31676.693359,31676.693359,52809038594,36698.0969727,49459.13115239999,43148.789521574996,41083.976793081434,32312.21715231856,6310.341630824994,8771.759640762873,1,0,1,0,0,1,1,0,1,1,1,1,UP,-
203,2021-06-22,31622.376953,33292.453125,28893.621094,32505.660156,32505.660156,58964353058,36444.6209961,49191.1645899,43217.818994229994,41171.18338228348,31718.058609916516,5973.345595670005,9453.124772366966,1,0,1,0,0,1,1,0,1,1,1,1,UP,-
