,Date,Open,High,Low,Close,ema20,ema100,ema200,bb_bbh,bb_bbl,ema_20_100_diff,ema_100_200_diff,ema_20_200_diff,ema100_BBH_diff,ema200_BBH_diff,ema100_BBL_diff,ema200_BBL_diff,ema_20_100_flag,ema_100_200_flag,ema_20_200_flag,ema100_BBH_flag,ema200_BBH_flag,ema100_BBL_flag,ema200_BBL_flag,flag_close_100ema,flag_close_200ema,flag_close_BBU,flag_close_BBL
10,2022-01-14 17:45:00,0.00877,0.00877,0.00876,0.00876,0.00877701499363127,0.008779542024972931,0.008779784773637543,0.0,0.0,-2.5270313416606016e-06,-2.4274866461219957e-07,-2.769780006272801e-06,0.008779542024972931,0.008779784773637543,0.008779542024972931,0.008779784773637543,0,0,0,1,1,1,1,0,0,0,0
11,2022-01-14 18:00:00,0.00876,0.00876,0.00876,0.00876,0.00877539451804734,0.008779155054181387,0.008779587910218265,0.0,0.0,-3.7605361340471016e-06,-4.3285603687839846e-07,-4.1933921709255e-06,0.008779155054181387,0.008779587910218265,0.008779155054181387,0.008779587910218265,0,0,0,1,1,1,1,0,0,0,0
12,2022-01-14 18:15:00,0.00876,0.00877,0.00876,0.00876,0.008773928373471403,0.008778775746177794,0.00877939300563898,0.0,0.0,-4.8473727063905875e-06,-6.172594611865423e-07,-5.46463216757713e-06,0.008778775746177794,0.00877939300563898,0.008778775746177794,0.00877939300563898,0,0,0,1,1,1,1,0,0,0,0
13,2022-01-14 18:30:00,0.00877,0.00877,0.00876,0.00877,0.008773554242664603,0.008778601969025758,0.008779299542896305,0.0,0.0,-5.047726361154595e-06,-6.975738705474605e-07,-5.745300231702055e-06,0.008778601969025758,0.008779299542896305,0.008778601969025758,0.008779299542896305,0,0,0,1,1,1,1,0,0,0,0
14,2022-01-14 18:45:00,0.00877,0.00877,0.00876,0.00876,0.008772263362410831,0.008778233613203465,0.008779107507643607,0.0,0.0,-5.970250792634163e-06,-8.738944401419368e-07,-6.8441452327761e-06,0.008778233613203465,0.008779107507643607,0.008778233613203465,0.008779107507643607,0,0,0,1,1,1,1,0,0,0,0
15,2022-01-14 19:00:00,0.00877,0.00877,0.00876,0.00876,0.00877109542313361,0.008777872551555871,0.008778917383189443,0.0,0.0,-6.7771284222618855e-06,-1.0448316335714275e-06,-7.821960055833313e-06,0.008777872551555871,0.008778917383189443,0.008777872551555871,0.008778917383189443,0,0,0,1,1,1,1,0,0,0,0
16,2022-01-14 19:15:00,0.00876,0.00876,0.00876,0.00876,0.008770038716168504,0.008777518639643872,0.008778729150520892,0.0,0.0,-7.479923475368563e-06,-1.2105108770192607e-06,-8.690434352387824e-06,0.008777518639643872,0.008778729150520892,0.008777518639643872,0.008778729150520892,0,0,0,1,1,1,1,0,0,0,0
17,2022-01-14 19:30:00,0.00876,0.00876,0.00876,0.00876,0.00876908264796198,0.008777171735888547,0.008778542790814216,0.0,0.0,-8.089087926566388e-06,-1.3710549256699262e-06,-9.460142852236314e-06,0.008777171735888547,0.008778542790814216,0.008777171735888547,0.008778542790814216,0,0,0,1,1,1,1,0,0,0,0
18,2022-01-14 19:45:00,0.00876,0.00876,0.00876,0.00876,0.008768217633870362,0.008776831701514515,0.008778358285432981,0.0,0.0,-8.61406764415297e-06,-1.526583918465621e-06,-1.0140651562618591e-05,0.008776831701514515,0.008778358285432981,0.008776831701514515,0.008778358285432981,0,0,0,1,1,1,1,0,0,0,0
19,2022-01-14 20:00:00,0.00876,0.00876,0.00876,0.00876,0.008767435002073186,0.008776498400494425,0.008778175615926186,0.008793716373532488,0.008747283626467513,-9.063398421238836e-06,-1.6772154317612475e-06,-1.0740613853000083e-05,-1.7217973038063245e-05,-1.5540757606301997e-05,2.921477402691164e-05,3.0891989458672886e-05,0,0,0,0,0,1,1,0,0,0,0
20,2022-01-14 20:15:00,0.00876,0.00876,0.00876,0.00876,0.008766726906637644,0.008776171699494534,0.008777994764026424,0.008792716373532487,0.008746283626467512,-9.44479285689033e-06,-1.8230645318900035e-06,-1.1267857388780333e-05,-1.654467403795247e-05,-1.4721609506062466e-05,2.9888073027022413e-05,3.171113755891242e-05,0,0,0,0,0,1,1,0,0,0,0
21,2022-01-14 20:30:00,0.00876,0.00876,0.00876,0.00876,0.008766086248862631,0.008775851467821375,0.008777815711648053,0.008791543437243605,0.008745456562756396,-9.765218958743618e-06,-1.9642438266777307e-06,-1.1729462785421349e-05,-1.569196942222996e-05,-1.3727725595552229e-05,3.039490506497912e-05,3.235914889165685e-05,0,0,0,0,0,1,1,0,0,0,0
22,2022-01-14 20:45:00,0.00876,0.00876,0.00876,0.00876,0.00876550660611381,0.008775537577369466,0.008777638440885386,0.008788071307505705,0.008745928692494296,-1.0030971255656912e-05,-2.1008635159198985e-06,-1.213183477157681e-05,-1.2533730136238264e-05,-1.0432866620318365e-05,2.9608884875170077e-05,3.1709748391089976e-05,0,0,0,0,0,1,1,0,0,0,0
23,2022-01-14 21:00:00,0.00876,0.00876,0.00875,0.00876,0.008764982167436304,0.00877522990257007,0.008777462934010907,0.00878391195263952,0.008747088047360478,-1.0247735133766048e-05,-2.2330314408368357e-06,-1.2480766574602883e-05,-8.682050069449762e-06,-6.449018628612926e-06,2.8141855209591268e-05,3.0374886650428104e-05,0,0,0,0,0,1,1,0,0,0,0
24,2022-01-14 21:15:00,0.00876,0.00876,0.00875,0.00875,0.008763555294347133,0.008774730300538979,0.008777189670985923,0.008779342979517754,0.008747657020482247,-1.1175006191846068e-05,-2.4593704469437483e-06,-1.3634376638789816e-05,-4.612678978775306e-06,-2.1533085318315576e-06,2.7073280056732e-05,2.9532650503675748e-05,0,0,0,0,0,1,1,0,0,0,0
25,2022-01-14 21:30:00,0.00875,0.00876,0.00875,0.00875,0.00876226431393312,0.008774240591617416,0.008776919126996012,0.008776966629547096,0.008747033370452906,-1.1976277684296044e-05,-2.6785353785963723e-06,-1.4654813062892416e-05,-2.7260379296800002e-06,-4.7502551083628e-08,2.7207221164509895e-05,2.9885756543106268e-05,0,0,0,0,0,1,1,0,0,0,0
26,2022-01-14 21:45:00,0.00875,0.00875,0.00875,0.00875,0.008761096284034727,0.008773760579902218,0.008776651274986101,0.00877387908816026,0.008747120911839741,-1.2664295867491002e-05,-2.8906950838829965e-06,-1.5554990951373998e-05,-1.1850825804189669e-07,2.7721868258410998e-06,2.6639668062477043e-05,2.953036314636004e-05,0,0,0,0,1,1,1,0,0,0,0
27,2022-01-16 22:15:00,0.00876,0.00876,0.00875,0.00876,0.00876099187603142,0.00877348809317148,0.008776485590657883,0.008769449874371065,0.008749550125628934,-1.2496217140060134e-05,-2.9974974864021425e-06,-1.5493714626462277e-05,4.038218800414897e-06,7.03571628681704e-06,2.3937967542546e-05,2.693546502894814e-05,0,0,0,1,1,1,1,0,0,0,0
28,2022-01-16 22:30:00,0.00876,0.00876,0.00876,0.00876,0.008760897411647475,0.008773221002217588,0.008776321554929944,0.00876771779788708,0.008750282202112918,-1.2323590570113493e-05,-3.1005527123557225e-06,-1.5424143282469216e-05,5.503204330507827e-06,8.60375704286355e-06,2.2938800104670143e-05,2.6039352817025865e-05,0,0,0,1,1,1,1,0,0,0,0
29,2022-01-16 22:45:00,0.00876,0.00876,0.00875,0.00875,0.008759859562919144,0.008772761180391497,0.00877605964891074,0.00876803939201417,0.008748960607985832,-1.2901617472353688e-05,-3.2984685192430363e-06,-1.6200085991596724e-05,4.721788377327896e-06,8.020256896570932e-06,2.3800572405665438e-05,2.7099040924908474e-05,0,0,0,1,1,1,1,0,0,0,0
30,2022-01-16 23:00:00,0.00875,0.00876,0.00875,0.00875,0.008758920556926845,0.0087723104639481,0.00877580034892158,0.008768198039027184,0.008747801960972816,-1.3389907021255781e-05,-3.4898849734787962e-06,-1.6879791994734578e-05,4.112424920916721e-06,7.6023098943955175e-06,2.450850297528416e-05,2.7998387948762957e-05,0,0,0,1,1,1,1,0,0,0,0
31,2022-01-16 23:15:00,0.00875,0.00875,0.00874,0.00875,0.008758070980076669,0.008771868672582792,0.008775543629031813,0.008768223805294762,0.008746776194705238,-1.3797692506123047e-05,-3.6749564490210634e-06,-1.747264895514411e-05,3.6448672880301514e-06,7.319823737051215e-06,2.5092477877554364e-05,2.8767434326575428e-05,0,0,0,1,1,1,1,0,0,0,0
32,2022-01-16 23:30:00,0.00875,0.00875,0.00875,0.00875,0.008757302315307462,0.00877143562956135,0.00877528946356881,0.00876813552872566,0.008745864471274341,-1.4133314253888044e-05,-3.853834007460158e-06,-1.79871482613482e-05,3.300100835689976e-06,7.153934843150134e-06,2.5571158287008774e-05,2.9424992294468932e-05,0,0,0,1,1,1,1,0,0,0,0
33,2022-01-16 23:45:00,0.00875,0.00875,0.00875,0.00875,0.008756606856706753,0.008771011161649245,0.00877503782711539,0.008765797958971132,0.008746202041028871,-1.4404304942492244e-05,-4.026665466144719e-06,-1.8430970408636962e-05,5.21320267811258e-06,9.239868144257299e-06,2.48091206203737e-05,2.883578608651842e-05,0,0,0,1,1,1,1,0,0,0,0
34,2022-01-17 00:00:00,0.00875,0.00875,0.00874,0.00875,0.00875597763225849,0.008770595099042329,0.008774788694507277,0.008765449874371065,0.008745550125628937,-1.4617466783838767e-05,-4.193595464947741e-06,-1.881106224878651e-05,5.145224671264034e-06,9.338820136211776e-06,2.5044973413391666e-05,2.9238568878339408e-05,0,0,0,1,1,1,1,0,0,0,0
35,2022-01-17 00:15:00,0.00875,0.00875,0.00874,0.00874,0.008754455952995777,0.008769989255496935,0.008774442538343025,0.008766289826122552,0.008742710173877451,-1.553330250115767e-05,-4.453282846090048e-06,-1.9986585347247718e-05,3.69942937438264e-06,8.152712220472688e-06,2.7279081619483586e-05,3.1732364465573634e-05,0,0,0,1,1,1,1,0,0,0,0
36,2022-01-17 00:30:00,0.00874,0.00874,0.00874,0.00874,0.008753079195567608,0.00876939540885343,0.008774099826518717,0.008766576696830623,0.008740423303169379,-1.631621328582189e-05,-4.704417665287244e-06,-2.1020630951109134e-05,2.8187120228069518e-06,7.523129688094196e-06,2.8972105684050425e-05,3.367652334933767e-05,0,0,0,1,1,1,1,0,0,0,1
37,2022-01-17 00:45:00,0.00874,0.00874,0.00874,0.00874,0.008751833557894502,0.0087688133215494,0.008773760524762312,0.008766464240043768,0.008738535759956232,-1.6979763654898297e-05,-4.947203212911713e-06,-2.192696686781001e-05,2.3490815056325526e-06,7.296284718544266e-06,3.027756159316823e-05,3.5224764806079945e-05,0,0,0,1,1,1,1,0,0,0,0
38,2022-01-17 01:00:00,0.00874,0.00875,0.00874,0.00874,0.00875070655238074,0.008768242760726639,0.008773424599142786,0.008766025839046334,0.008736974160953667,-1.7536208345898113e-05,-5.181838416147208e-06,-2.271804676204532e-05,2.2169216803043235e-06,7.3987600964515315e-06,3.1268599772971833e-05,3.645043818911904e-05,0,0,0,1,1,1,1,0,0,0,0
39,2022-01-17 01:15:00,0.00875,0.00875,0.00874,0.00874,0.008749686880725431,0.008767683498137991,0.008773092016066738,0.008765298648586948,0.008735701351413052,-1.7996617412559604e-05,-5.408517928746914e-06,-2.3405135341306518e-05,2.384849551043469e-06,7.793367479790383e-06,3.1982146724939334e-05,3.739066465368625e-05,0,0,0,1,1,1,1,0,0,0,0
40,2022-01-17 01:30:00,0.00874,0.00874,0.00873,0.00874,0.008748764320656343,0.008767135310056049,0.00877276274227503,0.008764298648586947,0.008734701351413054,-1.8370989399706453e-05,-5.62743221898046e-06,-2.3998421618686913e-05,2.8366614691025666e-06,8.464093688083027e-06,3.243395864299496e-05,3.806139086197542e-05,0,0,0,1,1,1,1,0,0,0,0
41,2022-01-17 01:45:00,0.00874,0.00874,0.00873,0.00873,0.008746977242498595,0.008766399957381672,0.008772337242351895,0.00876424807680927,0.008731751923190732,-1.942271488307619e-05,-5.9372849702237634e-06,-2.5359999853299953e-05,2.1518805724020373e-06,8.0891655426258e-06,3.464803419093998e-05,4.0585319161163744e-05,0,0,0,1,1,1,1,0,0,0,0
42,2022-01-17 02:00:00,0.00874,0.00874,0.00873,0.00874,0.008746312743213015,0.00876587718594837,0.008772015478746405,0.008762620499351809,0.00873137950064819,-1.9564442735355014e-05,-6.1382927980351e-06,-2.5702735533390114e-05,3.256686596560948e-06,9.394979394596048e-06,3.4497685300179104e-05,4.0635978098214204e-05,0,0,0,1,1,1,1,0,0,0,0
43,2022-01-17 02:15:00,0.00874,0.00874,0.00873,0.00874,0.00874571152957368,0.008765364766424638,0.008771696916768828,0.008760696938456694,0.008731303061543306,-1.965323685095867e-05,-6.332150344189741e-06,-2.598538719514841e-05,4.6678279679440715e-06,1.0999978312133812e-05,3.406170488133228e-05,4.0393855225522024e-05,0,0,0,1,1,1,1,0,0,0,0
44,2022-01-17 02:30:00,0.00874,0.00874,0.00873,0.00873,0.008744215193423806,0.00876466447402019,0.008771282022074611,0.008761124515496592,0.008728875484503407,-2.0449280596383443e-05,-6.617548054421718e-06,-2.706682865080516e-05,3.5399585235976194e-06,1.0157506578019337e-05,3.578898951678289e-05,4.2406537571204606e-05,0,0,0,1,1,1,1,0,0,0,0
45,2022-01-17 02:45:00,0.00873,0.00874,0.00873,0.00874,0.008743813746431062,0.008764176068594046,0.00877097075817337,0.008760593476939424,0.008728406523060573,-2.0362322162983254e-05,-6.794689579325136e-06,-2.715701174230839e-05,3.582591654621367e-06,1.0377281233946503e-05,3.5769545533472294e-05,4.256423511279743e-05,0,0,0,1,1,1,1,0,0,0,0
46,2022-01-17 03:00:00,0.00874,0.00874,0.00874,0.00874,0.008743450532485247,0.00876369733456248,0.008770662591425378,0.008759999999999995,0.008728000000000005,-2.0246802077232562e-05,-6.9652568628984085e-06,-2.721205894013097e-05,3.697334562484042e-06,1.066259142538245e-05,3.569733456247441e-05,4.266259142537282e-05,0,0,0,1,1,1,1,0,0,0,0
47,2022-01-17 03:15:00,0.00874,0.00874,0.00874,0.00874,0.008743121910343795,0.008763228080412726,0.008770357491013184,0.008757282856857077,0.008728717143142922,-2.0106170068931797e-05,-7.129410600457964e-06,-2.723558066938976e-05,5.945223555649942e-06,1.3074634156107906e-05,3.451093726980492e-05,4.1640347870262884e-05,0,0,0,1,1,1,1,0,0,0,0
48,2022-01-17 03:30:00,0.00874,0.00874,0.00874,0.00874,0.008742824585549147,0.008762768118424354,0.008770055426425989,0.00875399999999999,0.00873000000000001,-1.99435328752072e-05,-7.287308001634532e-06,-2.723084087684173e-05,8.768118424365076e-06,1.6055426425999608e-05,3.2768118424343975e-05,4.005542642597851e-05,0,0,0,1,1,1,1,0,0,0,0
49,2022-01-17 03:45:00,0.00874,0.00874,0.00874,0.00874,0.00874255557740161,0.008762317264594168,0.008769756367456576,0.008752945523142246,0.008730054476857752,-1.976168719255815e-05,-7.439102862407537e-06,-2.7200790054965687e-05,9.371741451921767e-06,1.6810844314329304e-05,3.226278773641594e-05,3.970189059882348e-05,0,0,0,1,1,1,1,0,0,0,0
50,2022-01-17 04:00:00,0.00874,0.00874,0.00873,0.00874,0.008742312189077648,0.0087618753385626,0.008769460284198302,0.008751770329614253,0.008730229670385744,-1.9563149484952413e-05,-7.584945635701404e-06,-2.7148095120653817e-05,1.0105008948347108e-05,1.7689954584048512e-05,3.164566817685614e-05,3.9230613812557547e-05,0,0,0,1,1,1,1,0,0,0,0
51,2022-01-17 04:15:00,0.00874,0.00874,0.00874,0.00874,0.008742091980594063,0.008761442163541558,0.0087691671470421,0.00875044987437105,0.00873055012562895,-1.935018294749527e-05,-7.724983500542043e-06,-2.7075166448037313e-05,1.0992289170508318e-05,1.871727267105036e-05,3.0892037912608195e-05,3.861702141315024e-05,0,0,0,1,1,1,1,0,0,0,0
52,2022-01-17 04:30:00,0.00874,0.00874,0.00874,0.00874,0.008741892744347009,0.008761017566243704,0.008768876926673523,0.00874894427190998,0.008731055728090022,-1.912482189669537e-05,-7.859360429818621e-06,-2.6984182326513992e-05,1.2073294333723658e-05,1.993265476354228e-05,2.99618381536821e-05,3.782119858350072e-05,0,0,0,1,1,1,1,0,0,0,0
53,2022-01-17 04:45:00,0.00874,0.00874,0.00873,0.00874,0.008741712482980626,0.008760601376813134,0.008768589594069806,0.008747181145747844,0.008731818854252157,-1.88888938325079e-05,-7.988217256671426e-06,-2.6877111089179326e-05,1.3420231065290264e-05,2.140844832196169e-05,2.8782522560976895e-05,3.677073981764832e-05,0,0,0,1,1,1,1,0,0,0,0
54,2022-01-17 05:00:00,0.00874,0.00874,0.00874,0.00874,0.008741549389363425,0.008760193428757428,0.008768305120496972,0.008744999999999966,0.008733000000000034,-1.8644039394003636e-05,-8.111691739544e-06,-2.6755731133547636e-05,1.5193428757461977e-05,2.3305120497005977e-05,2.719342875739418e-05,3.530512049693818e-05,0,0,0,1,1,1,1,0,0,0,0
55,2022-01-17 05:15:00,0.00874,0.00874,0.00873,0.00874,0.00874140182847167,0.008759793558881042,0.008768023477506952,0.008744999999999966,0.008733000000000034,-1.839173040937142e-05,-8.229918625909938e-06,-2.662164903528136e-05,1.4793558881075891e-05,2.302347750698583e-05,2.6793558881008095e-05,3.502347750691803e-05,0,0,0,1,1,1,1,0,0,0,0
56,2022-01-17 05:30:00,0.00874,0.00874,0.00873,0.00873,0.008740315940045798,0.008759203587418052,0.008767645134447182,0.008745641428428513,0.008731358571571486,-1.8887647372253444e-05,-8.441547029129984e-06,-2.7329194401383428e-05,1.3562158989538498e-05,2.200370601866848e-05,2.784501584656568e-05,3.628656287569566e-05,0,0,0,1,1,1,1,0,0,0,0
57,2022-01-17 05:45:00,0.00873,0.00874,0.00873,0.00874,0.008740285850517627,0.008758823318360268,0.008767370058482533,0.008745641428428513,0.008731358571571486,-1.853746784264039e-05,-8.546740122265459e-06,-2.708420796490585e-05,1.3181889931754287e-05,2.1728630054019746e-05,2.746474678878147e-05,3.601148691104693e-05,0,0,0,1,1,1,1,0,0,0,0
58,2022-01-17 06:00:00,0.00874,0.00874,0.00873,0.00873,0.008739306245706424,0.008758252559580857,0.008766998217104598,0.00874599999999997,0.008730000000000028,-1.894631387443224e-05,-8.74565752374129e-06,-2.769197139817353e-05,1.2252559580885891e-05,2.099821710462718e-05,2.8252559580829034e-05,3.6998217104570325e-05,0,0,0,1,1,1,1,0,0,0,1
59,2022-01-17 06:15:00,0.00873,0.00874,0.00873,0.00874,0.008739372317543908,0.008757891122757473,0.008766729578128433,0.00874599999999997,0.008730000000000028,-1.8518805213564582e-05,-8.838455370960285e-06,-2.7357260584524867e-05,1.1891122757502065e-05,2.072957812846235e-05,2.7891122757445208e-05,3.6729578128405493e-05,0,0,0,1,1,1,1,0,0,0,0
60,2022-01-17 06:30:00,0.00873,0.00874,0.00873,0.00873,0.008738479715873061,0.008757338823296929,0.008766364109689345,0.008746160254037816,0.008728839745962181,-1.8859107423867955e-05,-9.025286392416038e-06,-2.7884393816283992e-05,1.1178569259112647e-05,2.0203855651528685e-05,2.849907733474752e-05,3.752436372716356e-05,0,0,0,1,1,1,1,0,0,0,0
61,2022-01-17 06:45:00,0.00873,0.00874,0.00873,0.00873,0.00873767212388515,0.008756797460459365,0.008766002277752137,0.008746160254037818,0.008728839745962183,-1.9125336574214724e-05,-9.204817292772158e-06,-2.8330153866986882e-05,1.0637206421547363e-05,1.984202371431952e-05,2.7957714497182234e-05,3.716253178995439e-05,0,0,0,1,1,1,1,0,0,0,0
62,2022-01-17 07:00:00,0.00873,0.00873,0.00873,0.00873,0.008736941445419899,0.008756266817677992,0.008765644046132713,0.008746165151389883,0.008727834848610113,-1.9325372258093e-05,-9.377228454721803e-06,-2.8702600712814802e-05,1.0101666288108227e-05,1.947889474283003e-05,2.8431969067878662e-05,3.7809197522600466e-05,0,0,0,1,1,1,1,0,0,0,0
63,2022-01-17 07:15:00,0.00873,0.00874,0.00873,0.00873,0.008736280355379909,0.008755746682674467,0.008765289379007016,0.00874603939201414,0.008726960607985855,-1.9466327294558744e-05,-9.54269633254845e-06,-2.9009023627107194e-05,9.707290660326828e-06,1.924998699287528e-05,2.878607468861233e-05,3.832877102116078e-05,0,0,0,1,1,1,1,0,0,0,0
64,2022-01-17 07:30:00,0.00873,0.00874,0.00873,0.00873,0.008735682226296108,0.008755236847373983,0.008764938240907443,0.008746039392014142,0.008726960607985857,-1.9554621077874645e-05,-9.70139353346014e-06,-2.9256014611334785e-05,9.197455359840831e-06,1.889884889330097e-05,2.827623938812633e-05,3.797763292158647e-05,0,0,0,1,1,1,1,0,0,0,0
65,2022-01-17 07:45:00,0.00873,0.00874,0.00873,0.00874,0.008736093442839337,0.008754935127624002,0.008764690099206872,0.008746039392014142,0.008726960607985857,-1.884168478466508e-05,-9.75497158287042e-06,-2.85966563675355e-05,8.895735609859567e-06,1.8650707192729987e-05,2.7974519638145068e-05,3.772949122101549e-05,0,0,0,1,1,1,1,0,0,0,0
66,2022-01-17 08:00:00,0.00874,0.00874,0.00873,0.00874,0.008736465495902257,0.008754639382522536,0.008764444426577948,0.008746039392014142,0.008726960607985857,-1.817388662027873e-05,-9.80504405541198e-06,-2.797893067569071e-05,8.599990508393815e-06,1.8405034563805794e-05,2.7678774536679315e-05,3.7483818592091295e-05,0,0,0,1,1,1,1,0,0,0,0
67,2022-01-17 08:15:00,0.00874,0.00874,0.00874,0.00874,0.008736802115340139,0.008754349493759713,0.008764201198452795,0.008746039392014142,0.008726960607985857,-1.754737841957489e-05,-9.851704693081623e-06,-2.7399083112656514e-05,8.310101745571258e-06,1.816180643865288e-05,2.7388885773856758e-05,3.724059046693838e-05,0,0,0,1,1,1,1,0,0,0,0
68,2022-01-17 08:30:00,0.00874,0.00875,0.00874,0.00875,0.008738059056736316,0.008754263365170413,0.008764059892995554,0.008748135528725639,0.008725864471274361,-1.6204308434096537e-05,-9.79652782514065e-06,-2.6000836259237187e-05,6.127836444774423e-06,1.5924364269915073e-05,2.839889389605159e-05,3.819542172119224e-05,0,0,0,1,1,1,1,0,0,0,0
69,2022-01-17 08:45:00,0.00875,0.00875,0.00874,0.00874,0.008738243908475714,0.00875398092229575,0.0087638204910752,0.008748135528725639,0.008725864471274361,-1.5737013820035436e-05,-9.839568779449956e-06,-2.5576582599485392e-05,5.845393570111379e-06,1.5684962349561335e-05,2.8116451021388544e-05,3.79560198008385e-05,0,0,0,1,1,1,1,0,0,0,0
70,2022-01-17 09:00:00,0.00874,0.00874,0.00874,0.00874,0.008738411155287552,0.008753704072349298,0.008763583471263506,0.008748135528725639,0.008725864471274361,-1.529291706174607e-05,-9.879398914208054e-06,-2.5172315975954124e-05,5.568543623659175e-06,1.544794253786723e-05,2.783960107493634e-05,3.7718999989144394e-05,0,0,0,1,1,1,1,0,0,0,0
71,2022-01-17 09:15:00,0.00874,0.00874,0.00874,0.00874,0.008738562473831594,0.008753432704580004,0.008763348809857898,0.008748135528725639,0.008725864471274361,-1.4870230748410124e-05,-9.91610527789448e-06,-2.4786336026304603e-05,5.297175854365385e-06,1.5213281132259865e-05,2.756823330564255e-05,3.748433858353703e-05,0,0,0,1,1,1,1,0,0,0,0
72,2022-01-17 09:30:00,0.00874,0.00874,0.00873,0.00873,0.008737747000133347,0.008752968690627925,0.008763016980904089,0.008747945523142234,0.008725054476857761,-1.5221690494577472e-05,-1.0048290276164565e-05,-2.5269980770742037e-05,5.0231674856900804e-06,1.5071457761854645e-05,2.791421377016344e-05,3.7962504046328005e-05,0,0,0,1,1,1,1,0,0,0,0
73,2022-01-17 09:45:00,0.00873,0.00874,0.00873,0.00873,0.008737009190596837,0.008752513865070935,0.008762688453730915,0.008747661903789667,0.008724338096210331,-1.550467447409762e-05,-1.0174588659980083e-05,-2.56792631340777e-05,4.851961281268288e-06,1.5026549941248371e-05,2.817576886060373e-05,3.8350357520583814e-05,0,0,0,1,1,1,1,0,0,0,0
74,2022-01-17 10:00:00,0.00873,0.00874,0.00873,0.00873,0.008736341648635234,0.008752068045960619,0.008762363195484837,0.008747289826122526,0.00872371017387747,-1.5726397325385028e-05,-1.0295149524218103e-05,-2.602154684960313e-05,4.7782198380925955e-06,1.5073369362310698e-05,2.835787208314844e-05,3.865302160736654e-05,0,0,0,1,1,1,1,0,0,0,0
