,Date,Open,High,Low,Close,Change(Pips),Change(%),ema20,ema100,ema200,BBH,BBL,ema_20_100_diff,ema_100_200_diff,ema_20_200_diff,ema100_BBH_diff,ema200_BBH_diff,ema100_BBL_diff,ema200_BBL_diff,ema_100_close_diff,ema_200_close_diff,Buy,Sell
45,02/22/2022 19:40,115.071,115.077,115.059,115.066,-0.5,0.0,114.98866301609294,114.98056885745036,114.98275678307797,115.07333991741947,114.85416008258048,0.008094158642578009,-0.0021879256276093884,0.00590623301496862,-0.09277105996910961,-0.09058313434150023,0.126408774869887,0.12859670049749639,-0.08543114254963768,-0.0832432169220283,,
46,02/22/2022 19:45,115.065,115.099,115.042,115.089,2.4,0.02,114.99821891932218,114.98756441503421,114.9869231837416,115.0906837985371,114.85661620146294,0.010654504287970212,0.0006412312926187269,0.01129573558058894,-0.10311938350288585,-0.10376061479550458,0.13094821357127273,0.130306982278654,-0.10143558496578464,-0.10207681625840337,115.089,
47,02/22/2022 19:50,115.092,115.106,115.069,115.092,0.0,0.0,115.00715045081532,114.99430219470943,114.9910438432027,115.10710028067336,114.8576997193266,0.012848256105883138,0.0032583515067301505,0.01610660761261329,-0.11279808596393082,-0.11605643747066097,0.13660247538282988,0.13334412387609973,-0.09769780529056504,-0.1009561567972952,,
48,02/22/2022 19:55,115.095,115.105,115.069,115.071,-2.4,-0.02,115.01323136026147,114.99925044021205,114.99417937876339,115.11578573060117,114.86561426939886,0.013980920049419865,0.00507106144866043,0.019051981498080295,-0.11653529038912325,-0.12160635183778368,0.13363617081319035,0.12856510936452992,-0.07174955978794628,-0.07682062123660671,,
49,02/22/2022 20:00,115.07,115.108,115.066,115.104,3.4,0.03,115.02187599261752,115.00600847632741,114.99848606979229,115.1288035463268,114.87219645367324,0.015867516290114736,0.007522406535116488,0.023389922825231224,-0.12279506999938405,-0.13031747653450054,0.13381202265416903,0.12628961611905254,-0.09799152367259012,-0.10551393020770661,,
50,02/22/2022 20:05,115.105,115.111,115.075,115.077,-2.8,-0.02,115.02712589808252,115.01058857462888,115.0015650474475,115.13399155309347,114.8839084469065,0.016537323453633235,0.009023527181383884,0.02556085063501712,-0.1234029784645827,-0.13242650564596659,0.12668012772238058,0.11765660054099669,-0.06641142537111477,-0.07543495255249866,,
51,02/22/2022 20:10,115.074,115.091,115.068,115.078,0.4,0.0,115.03197105064609,115.01493769884638,115.0045624965672,115.13975581264151,114.8924441873585,0.017033351799710772,0.010375202279178097,0.02740855407888887,-0.12481811379512919,-0.1351933160743073,0.12249351148787468,0.11211830920869659,-0.06306230115362155,-0.07343750343279964,,
52,02/22/2022 20:15,115.078,115.085,115.044,115.05,-2.8,-0.02,115.0336880934417,115.01719978279178,115.00634435944693,115.1398653770755,114.90443462292447,0.016488310649918958,0.010855423344850124,0.02734373399476908,-0.12266559428371693,-0.13352101762856705,0.11276515986730828,0.10190973652245816,-0.03280021720821935,-0.043655640553069475,,
53,02/22/2022 20:20,115.054,115.059,115.036,115.046,-0.8,-0.01,115.03486065597106,115.01905786132134,115.00789948260588,115.13950039010199,114.91519960989798,0.01580279464971568,0.011158378715464323,0.026961173365180002,-0.12044252878064299,-0.1316009074961073,0.10385825142336103,0.0926998727078967,-0.02694213867866324,-0.038100517394127564,,
54,02/22/2022 20:25,115.043,115.065,115.042,115.05,0.7,0.01,115.03630249825953,115.02105412833288,115.00955048328801,115.13749880382105,114.92850119617893,0.015248369926652572,0.011503645044868449,0.02675201497152102,-0.11644467548816806,-0.1279483205330365,0.09255293215395,0.08104928710908155,-0.02894587166711915,-0.0404495167119876,,
55,02/22/2022 20:30,115.052,115.069,115.044,115.069,1.7,0.01,115.03941654604434,115.02414741037593,115.01188183688457,115.1365480354195,114.94185196458052,0.015269135668404488,0.012265573491362147,0.027534709159766635,-0.11240062504356274,-0.12466619853492489,0.0822954457954097,0.07002987230404756,-0.044852589624071015,-0.05711816311543316,,
56,02/22/2022 20:35,115.073,115.084,115.068,115.079,0.6,0.01,115.04318639880202,115.02768628712587,115.01451392171263,115.13495958468704,114.95654041531296,0.015500111676146844,0.013172365413240072,0.028672477089386916,-0.10727329756116433,-0.1204456629744044,0.07114587181291654,0.05797350639967647,-0.05131371287411923,-0.0644860782873593,,
57,02/22/2022 20:40,115.079,115.079,115.054,115.067,-1.2,-0.01,115.04545436082087,115.0302226556984,115.01657219929253,115.12846403265745,114.97523596734258,0.015231705122474182,0.013650456405869704,0.028882161528343886,-0.09824137695905222,-0.11189183336492192,0.054986688355811,0.04133623194994129,-0.036777344301597736,-0.05042780070746744,,
58,02/22/2022 20:45,115.063,115.071,115.057,115.064,0.1,0.0,115.04722061217126,115.03240183920174,115.01843211304578,115.12033034135844,114.99406965864155,0.0148187729695195,0.013969726155963258,0.028788499125482758,-0.0879285021567,-0.10189822831266326,0.0383321805601895,0.02436245440422624,-0.031598160798253616,-0.045567886954216874,,
59,02/22/2022 20:50,115.064,115.064,115.016,115.016,-4.8,-0.04,115.04424722053591,115.03134365602745,115.01833673606359,115.11553253699363,115.00216746300639,0.01290356450846275,0.013006919963856944,0.025910484472319695,-0.08418888096618105,-0.09719580093003799,0.02917619302105834,0.016169273057201394,0.015343656027440034,0.002336736063583089,115.016,
60,02/22/2022 20:55,115.021,115.028,115.009,115.024,0.3,0.0,115.0423189138182,115.03086987176762,115.0185588248454,115.11160341119297,115.00899658880705,0.011449042050585945,0.01231104692222118,0.023760088972807125,-0.08073353942535277,-0.09304458634757395,0.021873282960569895,0.009562236038348715,0.006869871767619884,-0.0054411751546012965,,
61,02/22/2022 21:00,115.024,115.046,115.021,115.045,2.1,0.02,115.04257425535933,115.0317814929439,115.019595733675,115.10550453192394,115.01999546807608,0.010792762415420043,0.01218575926890253,0.022978521684322573,-0.07372303898003452,-0.08590879824893705,0.011786024867831202,-0.00039973440107132774,-0.013218507056095063,-0.025404266324997593,115.045,
62,02/22/2022 21:05,115.046,115.059,115.041,115.059,1.3,0.01,115.04413861199177,115.03353752565721,115.02114099902109,115.10561070453468,115.02058929546533,0.01060108633456025,0.012396526636123895,0.022997612970684145,-0.07207317887747422,-0.08446970551359811,0.012948230191881294,0.000551703555757399,-0.025462474342788255,-0.03785900097891215,,
63,02/22/2022 21:10,115.058,115.059,115.053,115.055,-0.3,0.0,115.04517302989731,115.03492220142127,115.02246880298105,115.10551415136798,115.02158584863203,0.010250828476046081,0.012453398440214869,0.02270422691626095,-0.07059194994671714,-0.083045348386932,0.013336352789238504,0.0008829543490236347,-0.020077798578739703,-0.03253119701895457,,
64,02/22/2022 21:15,115.053,115.066,115.053,115.063,1.0,0.01,115.04687083657376,115.03673367229733,115.02405826168767,115.10505976588605,115.02134023411396,0.01013716427642919,0.01267541060965982,0.02281257488608901,-0.06832609358872332,-0.08100150419838315,0.01539343818336647,0.0027180275737066495,-0.026266327702671788,-0.03894173831233161,,
65,02/22/2022 21:20,115.062,115.064,115.055,115.058,-0.4,0.0,115.04793075690006,115.03810569343945,115.02538931024894,115.1046979713117,115.02090202868833,0.009825063460610295,0.01271638319050794,0.022541446651118235,-0.06659227787224609,-0.07930866106275403,0.017203664751122005,0.004487281560614065,-0.019894306560559016,-0.03261068975106696,,
66,02/22/2022 21:25,115.059,115.061,115.047,115.053,-0.6,-0.01,115.04841354195719,115.03906661644336,115.02647208239604,115.10130384597075,115.02069615402924,0.009346925513824544,0.012594534047323691,0.021941459561148235,-0.06223722952738342,-0.07483176357470711,0.018370462414125655,0.005775928366801963,-0.013933383556633316,-0.026527917603957007,,
67,02/22/2022 21:30,115.052,115.065,115.051,115.065,1.3,0.01,115.04999320462794,115.04073973796315,115.02798298112562,115.09744034268215,115.02185965731786,0.00925346666478788,0.012756756837532635,0.022010223502320514,-0.05670060471899774,-0.06945736155653037,0.0188800806452889,0.006123323807756265,-0.02426026203684728,-0.037017018874379914,,
68,02/22/2022 21:35,115.067,115.07,115.058,115.059,-0.8,-0.01,115.05085099466338,115.04191781938489,115.02919933480698,115.0964798009617,115.02162019903827,0.008933175278485805,0.012718484577916911,0.021651659856402716,-0.05456198157681058,-0.06728046615472749,0.020297620346624967,0.007579135768708056,-0.017082180615105358,-0.02980066519302227,,
69,02/22/2022 21:40,115.056,115.076,115.055,115.076,2.0,0.02,115.05324613802877,115.04411666974715,115.03103465501063,115.08999980680056,115.02530019319943,0.009129468281614095,0.013082014736525593,0.02221148301813969,-0.04588313705340852,-0.05896515178993411,0.01881647654772678,0.005734461811201186,-0.03188333025283896,-0.04496534498936455,,
70,02/22/2022 21:45,115.075,115.083,115.069,115.069,-0.6,-0.01,115.05474650583555,115.0457220458925,115.03252349206905,115.0888213477703,115.02567865222969,0.009024459943049123,0.01319855382345736,0.022223013766506483,-0.04309930187780253,-0.05629785570125989,0.020043393662817266,0.006844839839359906,-0.023277954107499,-0.03647650793095636,,
71,02/22/2022 21:50,115.072,115.079,115.06,115.071,-0.1,0.0,115.05629445766073,115.04735288164137,115.034032374733,115.08768895906059,115.02611104093944,0.008941576019353192,0.013320506908371499,0.02226208292772469,-0.0403360774192123,-0.0536565843275838,0.0212418407019328,0.007921333793561303,-0.023647118358624653,-0.03696762526699615,,
72,02/22/2022 21:55,115.07,115.072,115.053,115.072,0.2,0.0,115.05779022359779,115.04894301830969,115.03552130121406,115.08929217154551,115.02670782845448,0.008847205288105897,0.013421717095624786,0.022268922383730683,-0.04034915323582311,-0.053770870331447895,0.022235189855209114,0.008813472759584329,-0.023056981690317002,-0.03647869878594179,,
73,02/22/2022 22:00,115.056,115.056,115.056,115.056,0.0,0.0,115.05761972611229,115.049398307451,115.03632438744097,115.08932531427305,115.02767468572691,0.008221418661293,0.013073920010029383,0.021295338671322384,-0.03992700682205452,-0.053000926832083906,0.021723621724092368,0.008649701714062985,-0.006601692548997562,-0.019675612559026945,,
74,02/22/2022 22:05,115.057,115.061,115.034,115.046,-1.1,-0.01,115.05651308553017,115.049179061809,115.0367038232276,115.0893940508785,115.02720594912151,0.007334023721170979,0.012475238581401982,0.01980926230257296,-0.040214989069497165,-0.052690227650899146,0.02197311268749047,0.009497874106088489,0.0031790618089928557,-0.009296176772409126,115.046,
75,02/22/2022 22:10,115.042,115.042,115.038,115.042,0.0,0.0,115.05513088690824,115.048715896531,115.03691151643436,115.08841092814959,115.02548907185042,0.006414990377251684,0.011804380096634759,0.018219370473886443,-0.039695031618592225,-0.051499411715226984,0.02322682468057735,0.011422444583942593,0.006715896530991472,-0.005088483565643287,,
76,02/22/2022 22:15,115.047,115.047,115.047,115.047,0.0,0.0,115.05435651672651,115.048605193529,115.03730714324085,115.08538514607979,115.02531485392022,0.005751323197515035,0.01129805028814701,0.017049373485662045,-0.0367799525507877,-0.04807800283893471,0.0232903396087778,0.011992289320630789,0.0016051935290022357,-0.009692856759144775,,
77,02/22/2022 22:20,115.035,115.066,115.035,115.062,2.7,0.02,115.05508446751446,115.04946937459164,115.03827549056474,115.08482473717349,115.0253752628265,0.0056150929228238056,0.011193884026894807,0.016808976949718613,-0.035355362581853456,-0.04654924660874826,0.024094111765137427,0.01290022773824262,-0.012530625408359697,-0.023724509435254504,115.062,
78,02/22/2022 22:25,115.046,115.046,115.046,115.046,0.0,0.0,115.05421928013213,115.04924554397283,115.03857841250338,115.08388231796934,115.02451768203065,0.0049737361593003016,0.010667131469446645,0.015640867628746946,-0.03463677399651033,-0.04530390546595697,0.024727861942182017,0.014060730472735372,0.003245543972823839,-0.007421587496622806,,115.046
79,02/22/2022 22:30,115.052,115.072,115.052,115.072,2.0,0.02,115.0559126820243,115.05071357339395,115.03988906299345,115.08192388412814,115.03207611587183,0.005199108630350224,0.010824510400496479,0.016023619030846703,-0.031210310734195446,-0.042034821134691924,0.018637457522117984,0.007812947121621505,-0.02128642660605351,-0.03211093700654999,115.072,
80,02/22/2022 22:35,115.071,115.071,115.057,115.06,-1.1,-0.01,115.05630195040294,115.05131269769112,115.04067772718979,115.07860504986193,115.03899495013805,0.0049892527118231556,0.010634970501328667,0.015624223213151822,-0.027292352170817935,-0.0379273226721466,0.01231774755306958,0.0016827770517409135,-0.008687302308885592,-0.019322272810214258,,
81,02/22/2022 22:40,115.06,115.061,115.04,115.046,-1.4,-0.01,115.05532081226933,115.05096994300138,115.04088644377059,115.07852002796221,115.0391799720378,0.004350869267952362,0.010083499230788107,0.014434368498740469,-0.02755008496083633,-0.037633584191624436,0.01178997096357648,0.0017064717327883727,0.004969943001370325,-0.005113556229417782,115.046,
82,02/22/2022 22:45,115.044,115.045,115.023,115.04,-0.4,0.0,115.05386168729129,115.05026220474323,115.04085168126979,115.07921572189802,115.03658427810196,0.0035994825480543113,0.009410523473448507,0.013010006021502818,-0.028953517154789665,-0.03836404062823817,0.01367792664127876,0.004267403167830253,0.010262204743227699,0.000851681269779192,,
83,02/22/2022 22:50,115.041,115.044,115.036,115.039,-0.2,0.0,115.05244628850164,115.04953561088884,115.04077906631804,115.07993768814993,115.03426231185006,0.0029106776128031697,0.008756544570800884,0.011667222183604053,-0.0304020772610869,-0.039158621831887785,0.015273299038781829,0.006516754467980945,0.010535610888837255,0.0017790663180363708,,
