,Date,Open,High,Low,Close,Change(Pips),Change(%),ema20,ema100,ema200,BBH,BBL,ema_20_100_diff,ema_100_200_diff,ema_20_200_diff,ema100_BBH_diff,ema200_BBH_diff,ema100_BBL_diff,ema200_BBL_diff,ema_100_close_diff,ema_200_close_diff,Buy,Sell
0,02/22/2022 15:55,115.068,115.081,115.049,115.05,-1.8,-0.02,115.05,115.05,115.05,0.0,0.0,0.0,0.0,0.0,115.05,115.05,115.05,115.05,0.0,0.0,,
1,02/22/2022 16:00,115.055,115.088,115.053,115.078,2.3,0.02,115.05266666666667,115.0518064516129,115.05109803921567,0.0,0.0,0.0008602150537626585,0.0007084123972305179,0.0015686274509931764,115.0518064516129,115.05109803921567,115.0518064516129,115.05109803921567,-0.02619354838709853,-0.02690196078432905,,
2,02/22/2022 16:05,115.074,115.077,115.028,115.037,-3.7,-0.03,115.0511746031746,115.05085119667014,115.05054517493271,0.0,0.0,0.0003234065044637191,0.00030602173742977357,0.0006294282418934927,115.05085119667014,115.05054517493271,115.05085119667014,115.05054517493271,0.013851196670131571,0.013545174932701798,,
3,02/22/2022 16:10,115.036,115.042,114.995,115.002,-3.4,-0.03,115.04649130763417,115.0476995065624,115.04864144258241,0.0,0.0,-0.0012081989282251016,-0.0009419360200126903,-0.002150134948237792,115.0476995065624,115.04864144258241,115.0476995065624,115.04864144258241,0.04569950656239996,0.04664144258241265,,
4,02/22/2022 16:15,115.003,115.007,114.958,114.966,-3.7,-0.03,115.03882546881186,115.04242857065515,115.04540060169683,0.0,0.0,-0.003603101843282275,-0.0029720310416792017,-0.0065751328849614765,115.04242857065515,115.04540060169683,115.04242857065515,115.04540060169683,0.0764285706551533,0.0794006016968325,,
5,02/22/2022 16:20,114.965,114.973,114.937,114.962,-0.3,0.0,115.03150875749645,115.03723963061289,115.04212998986559,0.0,0.0,-0.005730873116434054,-0.0048903592526983175,-0.010621232369132372,115.03723963061289,115.04212998986559,115.03723963061289,115.04212998986559,0.07523963061288441,0.08012998986558273,,
6,02/22/2022 16:25,114.967,114.967,114.928,114.932,-3.5,-0.03,115.02203173297298,115.03044997702497,115.0378111667336,0.0,0.0,-0.008418244051995316,-0.00736118970863231,-0.015779433760627626,115.03044997702497,115.0378111667336,115.03044997702497,115.0378111667336,0.09844997702496983,0.10581116673360214,,
7,02/22/2022 16:30,114.935,114.996,114.933,114.975,4.0,0.03,115.01755252030888,115.02687255915241,115.03534798372445,0.0,0.0,-0.00932003884352639,-0.008475424572040424,-0.017795463415566815,115.02687255915241,115.03534798372445,115.02687255915241,115.03534798372445,0.05187255915241451,0.060347983724454934,,
8,02/22/2022 16:35,114.973,114.979,114.938,114.972,-0.1,0.0,115.01321418504136,115.02333239404581,115.0328637490686,0.0,0.0,-0.010118209004446044,-0.009531355022787125,-0.01964956402723317,115.02333239404581,115.0328637490686,115.02333239404581,115.0328637490686,0.05133239404581502,0.060863749068602147,,
9,02/22/2022 16:40,114.975,114.999,114.959,114.983,0.8,0.01,115.01033664360885,115.02073030410737,115.03090830792866,0.0,0.0,-0.010393660498522195,-0.010178003821280868,-0.020571664319803062,115.02073030410737,115.03090830792866,115.02073030410737,115.03090830792866,0.037730304107370216,0.047908307928651084,,
10,02/22/2022 16:45,114.978,114.986,114.953,114.958,-2.0,-0.02,115.00535220136038,115.01668318771335,115.02804915859812,0.0,0.0,-0.011330986352973582,-0.011365970884767762,-0.022696957237741344,115.01668318771335,115.02804915859812,115.01668318771335,115.02804915859812,0.05868318771335623,0.070049158598124,,
11,02/22/2022 16:50,114.958,114.97,114.927,114.947,-1.1,-0.01,114.99979484884987,115.01218749818347,115.02487076022173,0.0,0.0,-0.012392649333591521,-0.012683262038265752,-0.025075911371857273,115.01218749818347,115.02487076022173,115.01218749818347,115.02487076022173,0.06518749818346237,0.07787076022172812,,
12,02/22/2022 16:55,114.947,114.955,114.931,114.941,-0.6,-0.01,114.99419533943559,115.00759475636518,115.02158171080129,0.0,0.0,-0.01339941692958746,-0.013986954436106203,-0.027386371365693662,115.00759475636518,115.02158171080129,115.00759475636518,115.02158171080129,0.06659475636517698,0.08058171080128318,,
13,02/22/2022 17:00,114.944,114.982,114.943,114.962,1.8,0.02,114.99112911663221,115.00465315918034,115.01924517312281,0.0,0.0,-0.013524042548127113,-0.014592013942476001,-0.028116056490603114,115.00465315918034,115.01924517312281,115.00465315918034,115.01924517312281,0.04265315918033252,0.057245173122808524,,
14,02/22/2022 17:05,114.961,114.971,114.957,114.958,-0.3,0.0,114.98797396266724,115.0016432779429,115.0168434016278,0.0,0.0,-0.013669315275663507,-0.015200123684891764,-0.02886943896055527,115.0016432779429,115.0168434016278,115.0016432779429,115.0168434016278,0.043643277942905456,0.05884340162779722,,
15,02/22/2022 17:10,114.957,114.979,114.947,114.978,2.1,0.02,114.98702406146083,115.0001179051724,115.01532013097572,0.0,0.0,-0.013093843711573072,-0.015202225803321312,-0.028296069514894384,115.0001179051724,115.01532013097572,115.0001179051724,115.01532013097572,0.02211790517240786,0.03732013097572917,,
16,02/22/2022 17:15,114.976,114.98,114.969,114.971,-0.5,0.0,114.98549796036933,114.99823933064516,115.01358208662374,0.0,0.0,-0.01274137027583322,-0.015342755978579703,-0.028084126254412922,114.99823933064516,115.01358208662374,114.99823933064516,115.01358208662374,0.027239330645159043,0.042582086623738746,,
17,02/22/2022 17:20,114.975,114.991,114.974,114.987,1.2,0.01,114.98564101176272,114.99751421253903,115.01253965185418,0.0,0.0,-0.011873200776307158,-0.015025439315152767,-0.026898640091459924,114.99751421253903,115.01253965185418,114.99751421253903,115.01253965185418,0.010514212539035839,0.025539651854188605,,
18,02/22/2022 17:25,114.986,114.99,114.968,114.976,-1.0,-0.01,114.98472282016627,114.99612619882684,115.0111067243305,0.0,0.0,-0.011403378660574504,-0.014980525503659692,-0.026383904164234195,114.99612619882684,115.0111067243305,114.99612619882684,115.0111067243305,0.020126198826844188,0.03510672433050388,,
19,02/22/2022 17:30,114.974,114.974,114.925,114.929,-4.5,-0.04,114.97941588491234,114.99179547632188,115.00788685278813,115.05269456356001,114.90370543643996,-0.012379591409541035,-0.016091376466249585,-0.02847096787579062,-0.06089908723812698,-0.044807710771877396,0.08809003988191932,0.10418141634816891,0.06279547632188098,0.07888685278813057,,
20,02/22/2022 17:35,114.933,114.955,114.929,114.942,0.9,0.01,114.97585246730164,114.98858286494628,115.00530305463958,115.04109231289095,114.904507687109,-0.012730397644645564,-0.016720189693302245,-0.02945058733794781,-0.05250944794467216,-0.035789258251369915,0.08407517783727769,0.10079536753057994,0.04658286494628783,0.06330305463959007,,
21,02/22/2022 17:40,114.939,114.94,114.926,114.939,0.0,0.0,114.97234270851101,114.98538397043362,115.0027029348498,115.01570689521019,114.91599310478982,-0.013041261922609237,-0.01731896441617664,-0.03036022633878588,-0.03032292477656995,-0.013003960360393307,0.06939086564379693,0.08670983005997357,0.046383970433623745,0.06370293484980039,,
22,02/22/2022 17:45,114.943,114.945,114.921,114.943,0.0,0.0,114.96954816484329,114.98264952072823,115.00036164328706,114.99974157939239,114.92255842060761,-0.013101355884941768,-0.0177121225588337,-0.030813478443775466,-0.017092058664161414,0.0006200638946722847,0.06009110012061569,0.07780322267944939,0.0396495207282328,0.0573616432870665,,
23,02/22/2022 17:50,114.941,114.962,114.928,114.942,0.1,0.0,114.9669245300963,114.98002697100384,114.99807295139345,114.99268852921016,114.92361147078985,-0.013102440907530877,-0.01804598038961558,-0.031148421297146456,-0.012661558206318091,0.005384422183297488,0.056415500213987,0.07446148060360258,0.03802697100384478,0.05607295139346036,,
24,02/22/2022 17:55,114.94,114.94,114.916,114.924,-1.6,-0.01,114.96283647961094,114.97641232771326,114.99516812977018,114.99341562591475,114.91868437408526,-0.013575848102320265,-0.018755802056915627,-0.03233165015923589,-0.017003298201487382,0.0017525038554282446,0.05772795362800309,0.07648375568491872,0.05241232771325599,0.07116812977017162,114.924,
25,02/22/2022 18:00,114.926,114.929,114.88,114.894,-3.2,-0.03,114.9562806244099,114.97109540334466,114.99120075213213,114.99861640077276,114.90668359922728,-0.01481477893476324,-0.020105348787467392,-0.03492012772223063,-0.027520997428098326,-0.007415648640630934,0.06441180411738401,0.0845171529048514,0.07709540334465714,0.09720075213212453,114.894,
26,02/22/2022 18:05,114.892,114.897,114.873,114.891,-0.1,0.0,114.95006342208515,114.9659279579676,114.98727131087206,115.00323990881449,114.89796009118547,-0.015864535882442965,-0.02134335290446643,-0.03720788878690939,-0.03731195084689887,-0.01596859794243244,0.06796786678212641,0.08931121968659284,0.07492795796758855,0.09627131087205498,114.891,
27,02/22/2022 18:10,114.894,114.925,114.894,114.917,2.3,0.02,114.94691452474372,114.96277131551808,114.9845155731908,115.0010295415319,114.89437045846812,-0.015856790774364526,-0.021744257672722256,-0.03760104844708678,-0.03825822601382356,-0.016513968341101304,0.06840085704996568,0.09014511472268794,0.045771315518081224,0.06751557319080348,,114.917
28,02/22/2022 18:15,114.914,114.921,114.888,114.905,-0.9,-0.01,114.94292266524431,114.95904413387176,114.98139731541862,114.99953795158366,114.88916204841631,-0.016121468627446234,-0.022353181546861833,-0.03847465017430807,-0.04049381771190497,-0.018140636165043134,0.06988208545544694,0.09223526700230877,0.05404413387175566,0.0763973154186175,,
29,02/22/2022 18:20,114.906,114.916,114.902,114.908,0.2,0.0,114.93959669712581,114.95575096394455,114.97851898932377,114.9949595437803,114.88624045621968,-0.0161542668187451,-0.022768025379221513,-0.03892229219796661,-0.03920857983574422,-0.016440554456522705,0.06951050772487122,0.09227853310409273,0.04775096394455147,0.07051898932377298,,
30,02/22/2022 18:25,114.907,114.913,114.899,114.908,0.1,0.0,114.93658748787574,114.9526702565933,114.97575353876206,114.99361540326795,114.88258459673206,-0.016082768717552653,-0.02308328216876987,-0.03916605088632252,-0.04094514667465887,-0.017861864505889002,0.07008565986123472,0.09316894203000459,0.04467025659329238,0.06775353876206225,114.908,
31,02/22/2022 18:30,114.911,114.937,114.911,114.935,2.4,0.02,114.93643629855424,114.9515302400389,114.97415536077139,114.99287689048695,114.88212310951305,-0.015093941484664697,-0.022625120732485016,-0.03771906221714971,-0.041346650448048194,-0.01872152971556318,0.06940713052586034,0.09203225125834535,0.0165302400389038,0.039155360771388814,114.935,
32,02/22/2022 18:35,114.931,114.931,114.919,114.929,-0.2,0.0,114.93572807964432,114.95007667616542,114.97238456230977,114.99237215517721,114.88142784482281,-0.014348596521102763,-0.022307886144346867,-0.03665648266544963,-0.04229547901178421,-0.019987592867437343,0.0686488313426139,0.09095671748696077,0.021076676165421304,0.04338456230976817,114.929,
33,02/22/2022 18:40,114.934,114.944,114.932,114.942,0.8,0.01,114.93632540539248,114.94955560028379,114.97119301084665,114.99023562367366,114.88156437632638,-0.013230194891306724,-0.021637410562860282,-0.034867605454167006,-0.04068002338986787,-0.019042612827007588,0.06799122395740653,0.08962863452026681,0.007555600283794206,0.029193010846654488,114.942,
34,02/22/2022 18:45,114.94,114.946,114.93,114.937,-0.3,0.0,114.93638965249795,114.94874556155581,114.96985210846051,114.98824016763417,114.88145983236585,-0.012355909057859549,-0.02110654690470426,-0.03346245596256381,-0.03949460607836386,-0.0183880591736596,0.06728572918996178,0.08839227609466604,0.011745561555812856,0.032852108460517115,114.937,
35,02/22/2022 18:50,114.937,114.947,114.926,114.945,0.8,0.01,114.93720968559337,114.94850391242319,114.96887751597187,114.98307825177372,114.88332174822625,-0.011294226829818399,-0.02037360354867701,-0.03166783037849541,-0.03457433935052734,-0.014200735801850328,0.06518216419694056,0.08555576774561757,0.003503912423198585,0.023877515971875596,114.945,
36,02/22/2022 18:55,114.944,114.952,114.944,114.948,0.4,0.0,114.93823733458449,114.94847140194427,114.96805878985532,114.97938487086708,114.88471512913293,-0.010234067359789378,-0.019587387911045084,-0.029821455270834463,-0.030913468922804554,-0.01132608101175947,0.06375627281134655,0.08334366072239163,0.00047140194428152427,0.02005878985532661,114.948,
37,02/22/2022 19:00,114.943,114.955,114.937,114.945,0.2,0.0,114.93888139795739,114.94824744052853,114.96715452358649,114.97060206021843,114.88929793978156,-0.009366042571144817,-0.018907083057953855,-0.028273125629098672,-0.022354619689892274,-0.0034475366319384193,0.05894950074697647,0.07785658380493032,0.003247440528539869,0.022154523586493724,114.945,
38,02/22/2022 19:05,114.947,114.96,114.945,114.957,1.0,0.01,114.9406069791043,114.94881212178477,114.96675630697526,114.96602971779535,114.89197028220465,-0.008205142680466793,-0.017944185190486905,-0.026149327870953698,-0.017217596010581815,0.0007265891799050905,0.056841839580116016,0.07478602477060292,-0.008187878215224487,0.009756306975262419,,114.957
39,02/22/2022 19:10,114.958,114.986,114.953,114.983,2.5,0.02,114.9446444096658,114.95101779134704,114.96739331454485,114.97557755690559,114.88782244309442,-0.006373381681243018,-0.01637552319780866,-0.02274890487905168,-0.024559765558549884,-0.008184242360741223,0.06319534825261997,0.07957087145042863,-0.03198220865296264,-0.015606685455153979,114.983,
40,02/22/2022 19:15,114.984,115.001,114.984,114.995,1.1,0.01,114.94944018017381,114.95385535319564,114.96847592966074,114.98609272895783,114.88260727104216,-0.0044151730218260354,-0.014620576465105728,-0.019035749486931763,-0.03223737576219321,-0.017616799297087482,0.071248082153474,0.08586865861857973,-0.041144646804369245,-0.026524070339263517,,
41,02/22/2022 19:20,115.001,115.015,114.97,114.996,-0.5,0.0,114.95387444872868,114.95657436266688,114.96955530496817,114.99551500664498,114.878884993355,-0.002699913938201348,-0.012980942301282994,-0.015680856239484342,-0.03894064397809416,-0.025959701676811164,0.07768936931188364,0.09067031161316663,-0.03942563733311033,-0.026444695031827337,,
42,02/22/2022 19:25,114.994,115.056,114.978,115.052,5.8,0.05,114.96321973932595,114.96273085539806,114.97278843026353,115.01953244272919,114.86576755727081,0.0004888839278862633,-0.010057574865470542,-0.009568690937584279,-0.056801587331122505,-0.04674401246565196,0.09696329812724969,0.10702087299272023,-0.08926914460194268,-0.07921156973647214,,
43,02/22/2022 19:30,115.052,115.082,115.037,115.046,-0.6,-0.01,114.97110357367586,114.96810305827562,114.97565947221399,115.0369505611655,114.85874943883448,0.0030005154002452628,-0.007556413938374362,-0.0045558985381290995,-0.06884750288988073,-0.06129108895150637,0.10935361944113708,0.11691003337951145,-0.07789694172438999,-0.07034052778601563,,
44,02/22/2022 19:35,115.044,115.079,115.036,115.07,2.6,0.02,114.98052228094484,114.97467705451591,114.97935910075462,115.05808740816637,114.85221259183363,0.005845226428931483,-0.004682046238713156,0.001163180190218327,-0.08341035365046423,-0.07872830741175108,0.12246446268227373,0.1271465089209869,-0.09532294548408515,-0.090640899245372,,
